Date,Open,High,Low,Close,Adj Close,Volume
2006-02-21,15.236667,15.486667,15.156667,15.246667,10.317273,46122900
2006-02-22,15.310000,15.330000,15.146667,15.160000,10.258627,29732100
2006-02-23,15.166667,15.316667,15.113333,15.233333,10.308252,44479200
2006-02-24,15.233333,15.250000,15.086667,15.150000,10.251861,28956600
2006-02-27,15.183333,15.293333,15.183333,15.253333,10.321787,27155100
2006-02-28,15.190000,15.270000,15.073333,15.120000,10.231562,36906900
2006-03-01,15.120000,15.170000,15.010000,15.050000,10.184192,36126000
2006-03-02,15.003333,15.160000,14.976667,15.020000,10.163889,37555800
2006-03-03,14.956667,15.166667,14.953333,15.110000,10.224795,28525800
2006-03-06,15.163333,15.180000,14.990000,15.040000,10.177427,29247900
2006-03-07,15.063333,15.120000,15.016667,15.090000,10.211263,33739500
2006-03-08,15.066667,15.210000,15.053333,15.090000,10.211263,43434300
2006-03-09,15.066667,15.130000,15.036667,15.080000,10.204492,21701100
2006-03-10,15.146667,15.160000,15.070000,15.110000,10.224795,27965700
2006-03-13,15.116667,15.153333,15.073333,15.090000,10.211263,26513100
2006-03-14,15.063333,15.193333,15.053333,15.180000,10.272162,41142900
2006-03-15,15.166667,15.190000,15.073333,15.106667,10.260389,41972100
2006-03-16,15.186667,15.480000,15.140000,15.453333,10.495847,55668300
2006-03-17,15.533333,15.596667,15.430000,15.563333,10.570558,37314900
2006-03-20,15.676667,16.023333,15.663333,15.920000,10.812803,59106000
2006-03-21,16.066668,16.150000,15.906667,16.036667,10.892042,41670900
2006-03-22,15.970000,16.073334,15.913333,16.033333,10.889778,27077400
2006-03-23,16.063334,16.290001,16.016666,16.180000,10.989392,44199600
2006-03-24,16.233334,16.240000,16.006666,16.063334,10.910152,29178900
2006-03-27,16.063334,16.100000,15.966667,15.983333,10.855819,25991400
2006-03-28,15.983333,16.106667,15.886667,15.916667,10.810537,30132900
2006-03-29,15.933333,16.059999,15.833333,16.016666,10.878458,26045400
2006-03-30,16.016666,16.059999,15.770000,15.886667,10.790167,29380800
2006-03-31,15.980000,15.980000,15.733333,15.746667,10.695075,30273000
2006-04-03,15.756667,15.770000,15.510000,15.590000,10.588671,42327000
2006-04-04,15.563333,15.590000,15.450000,15.500000,10.527539,26145300
2006-04-05,15.526667,15.656667,15.500000,15.623333,10.611304,23291100
2006-04-06,15.626667,15.696667,15.450000,15.520000,10.541126,26291700
2006-04-07,15.500000,15.590000,15.270000,15.340000,10.418870,37372500
2006-04-10,15.326667,15.333333,15.170000,15.233333,10.346421,28747500
2006-04-11,15.200000,15.253333,15.090000,15.166667,10.301140,28961100
2006-04-12,15.260000,15.320000,15.216667,15.300000,10.391703,27855600
2006-04-13,15.320000,15.336667,15.206667,15.256667,10.362267,21597000
2006-04-17,15.266667,15.426667,15.210000,15.273333,10.373588,27675300
2006-04-18,15.380000,15.506667,15.356667,15.466667,10.504903,31637700
2006-04-19,15.440000,15.566667,15.416667,15.490000,10.520747,32229600
2006-04-20,15.456667,15.570000,15.420000,15.466667,10.504903,26534700
2006-04-21,15.533333,15.533333,15.226667,15.273333,10.373588,30354300
2006-04-24,15.206667,15.246667,15.133333,15.180000,10.310197,36430800
2006-04-25,15.220000,15.310000,15.166667,15.210000,10.330569,27617700
2006-04-26,15.250000,15.343333,15.223333,15.326667,10.409810,31746900
2006-04-27,15.260000,15.360000,15.206667,15.213333,10.332836,38375100
2006-04-28,15.193333,15.223333,14.996667,15.010000,10.194735,46130400
2006-05-01,15.306667,15.526667,15.180000,15.310000,10.398493,55640700
2006-05-02,15.373333,15.420000,15.300000,15.386667,10.450565,28794900
2006-05-03,15.440000,15.613333,15.430000,15.563333,10.570558,35379600
2006-05-04,15.640000,15.660000,15.373333,15.466667,10.504903,31755900
2006-05-05,15.533333,15.780000,15.506667,15.750000,10.697341,27241500
2006-05-08,15.750000,15.966667,15.700000,15.856667,10.769788,29634900
2006-05-09,15.896667,16.056667,15.860000,15.956667,10.837705,43520700
2006-05-10,15.903333,16.030001,15.860000,15.926667,10.817330,28349400
2006-05-11,15.966667,15.966667,15.676667,15.750000,10.697341,33613500
2006-05-12,15.753333,15.816667,15.510000,15.513333,10.536596,34224300
2006-05-15,15.416667,15.853333,15.360000,15.810000,10.738095,51152700
2006-05-16,15.956667,16.103333,15.896667,16.023333,10.882985,53055000
2006-05-17,15.883333,15.893333,15.610000,15.613333,10.641708,46541400
2006-05-18,15.673333,15.796667,15.550000,15.740000,10.728038,32823600
2006-05-19,15.816667,15.826667,15.630000,15.773333,10.750759,39083700
2006-05-22,15.763333,15.923333,15.700000,15.783333,10.757576,29745900
2006-05-23,15.866667,15.996667,15.833333,15.840000,10.796197,33067800
2006-05-24,15.843333,16.046667,15.790000,16.010000,10.912066,48705000
2006-05-25,16.273333,16.610001,16.216667,16.483334,11.234681,77421000
2006-05-26,16.533333,16.666668,16.483334,16.549999,11.280116,52302900
2006-05-30,16.206667,16.236668,16.076668,16.100000,10.973406,57822000
2006-05-31,16.160000,16.240000,16.033333,16.150000,11.007486,36148800
2006-06-01,16.083332,16.190001,15.973333,16.129999,10.993853,40404600
2006-06-02,16.056667,16.116667,15.773333,15.943333,10.866627,41328000
2006-06-05,15.923333,16.013332,15.700000,15.730000,10.721225,37337700
2006-06-06,15.780000,15.830000,15.516667,15.676667,10.684872,49392900
2006-06-07,15.690000,15.910000,15.640000,15.680000,10.687145,29064600
2006-06-08,15.696667,15.846667,15.613333,15.766667,10.746219,48796200
2006-06-09,15.716667,15.830000,15.666667,15.710000,10.707596,22483800
2006-06-12,15.700000,15.806667,15.640000,15.663333,10.675786,22406700
2006-06-13,15.696667,15.976667,15.676667,15.843333,10.798469,42543900
2006-06-14,15.853333,15.966667,15.790000,15.903333,10.839365,31289400
2006-06-15,15.913333,16.250000,15.770000,16.219999,11.055199,47199900
2006-06-16,16.186666,16.386667,16.066668,16.103333,10.975677,50226900
2006-06-19,16.150000,16.299999,16.000000,16.090000,10.966591,34856100
2006-06-20,16.083332,16.196667,16.070000,16.143333,11.002941,26099100
2006-06-21,16.100000,16.333332,16.100000,16.299999,11.109725,29909400
2006-06-22,16.236668,16.396667,16.090000,16.160000,11.014304,25397700
2006-06-23,16.116667,16.209999,15.920000,15.980000,10.891619,24741000
2006-06-26,16.030001,16.066668,15.933333,16.023333,10.921153,20329200
2006-06-27,15.983333,16.090000,15.856667,15.876667,10.821189,25269300
2006-06-28,15.883333,15.976667,15.786667,15.973333,10.887077,21863100
2006-06-29,16.036667,16.240000,15.970000,16.236668,11.066558,32900700
2006-06-30,16.233334,16.283333,16.053333,16.056667,10.943876,33358800
2006-07-03,15.916667,16.016666,15.700000,15.856667,10.807557,27291900
2006-07-05,15.736667,15.780000,15.586667,15.673333,10.682601,34569000
2006-07-06,15.610000,15.713333,15.503333,15.573333,10.614445,30522000
2006-07-07,15.493333,15.543333,15.293333,15.333333,10.450866,31576200
2006-07-10,15.416667,15.576667,15.350000,15.393333,10.491761,21926100
2006-07-11,15.333333,15.403333,15.136667,15.376667,10.480403,39618300
2006-07-12,15.403333,15.416667,15.036667,15.050000,10.257752,39775500
2006-07-13,14.850000,14.873333,14.570000,14.720000,10.032830,78919500
2006-07-14,14.643333,14.676667,14.270000,14.350000,9.780645,60216900
2006-07-17,14.410000,14.643333,14.240000,14.340000,9.773827,53091900
2006-07-18,14.253333,14.410000,14.103333,14.390000,9.807909,61125600
2006-07-19,14.426667,14.776667,14.410000,14.733333,10.041916,52826100
2006-07-20,14.783333,14.870000,14.716667,14.763333,10.062368,30757200
2006-07-21,14.836667,14.836667,14.520000,14.573333,9.932866,38928900
2006-07-24,14.676667,14.963333,14.676667,14.810000,10.094172,34950600
2006-07-25,14.736667,14.933333,14.646667,14.890000,10.148702,32036700
2006-07-26,14.816667,14.823333,14.543333,14.556667,9.921505,37042200
2006-07-27,14.656667,14.666667,14.490000,14.510000,9.889698,26120400
2006-07-28,14.590000,14.846667,14.590000,14.820000,10.100989,37083900
2006-07-31,15.006667,15.040000,14.776667,14.833333,10.110074,40390200
2006-08-01,14.783333,14.793333,14.596667,14.696667,10.016924,28932900
2006-08-02,14.766667,14.810000,14.666667,14.790000,10.080541,23969100
2006-08-03,14.756667,15.043333,14.723333,14.910000,10.162332,33106500
2006-08-04,15.050000,15.150000,14.883333,14.956667,10.194139,29199000
2006-08-07,14.866667,15.016667,14.833333,14.940000,10.182775,22005000
2006-08-08,14.940000,14.996667,14.790000,14.820000,10.100989,23071500
2006-08-09,14.926667,14.960000,14.620000,14.633333,9.973760,30838800
2006-08-10,14.633333,14.980000,14.583333,14.963333,10.198681,36422400
2006-08-11,14.966667,14.980000,14.766667,14.896667,10.153240,24733500
2006-08-14,14.946667,15.143333,14.910000,15.033333,10.246392,32912700
2006-08-15,14.926667,14.963333,14.683333,14.850000,10.121434,55768200
2006-08-16,14.850000,14.893333,14.683333,14.810000,10.132383,49362300
2006-08-17,14.833333,15.000000,14.776667,14.876667,10.177994,37104600
2006-08-18,14.906667,14.913333,14.766667,14.830000,10.146066,27250800
2006-08-21,14.766667,14.793333,14.673333,14.696667,10.054843,28446900
2006-08-22,14.733333,14.790000,14.660000,14.690000,10.050283,24802200
2006-08-23,14.700000,14.716667,14.493333,14.586667,9.979589,31738800
2006-08-24,14.646667,14.653333,14.553333,14.566667,9.965907,22440300
2006-08-25,14.533333,14.686667,14.506667,14.626667,10.006955,23162100
2006-08-28,14.733333,14.883333,14.720000,14.810000,10.132383,33606600
2006-08-29,14.883333,14.883333,14.686667,14.830000,10.146066,29574300
2006-08-30,14.876667,14.980000,14.733333,14.873333,10.175714,36462900
2006-08-31,14.976667,14.993333,14.840000,14.906667,10.198519,26354700
2006-09-01,15.000000,15.266667,14.673333,15.150000,10.364993,34149600
2006-09-05,15.236667,15.296667,15.120000,15.190000,10.392362,31680900
2006-09-06,15.146667,15.216667,15.050000,15.133333,10.353591,30328800
2006-09-07,15.133333,15.346667,15.100000,15.180000,10.385520,48023700
2006-09-08,15.230000,15.603333,15.183333,15.573333,10.654624,42160500
2006-09-11,15.566667,15.833333,15.433333,15.830000,10.830224,51446100
2006-09-12,15.883333,16.213333,15.823333,16.023333,10.962494,55311300
2006-09-13,15.983333,16.123333,15.850000,16.026667,10.964775,33506400
2006-09-14,15.946667,16.136667,15.860000,16.123333,11.030910,30481500
2006-09-15,16.213333,16.280001,16.049999,16.073334,10.996704,51441900
2006-09-18,16.006666,16.176666,15.886667,16.033333,10.969335,32491500
2006-09-19,16.080000,16.166668,16.000000,16.166668,11.060560,34267800
2006-09-20,16.256666,16.340000,16.139999,16.290001,11.144937,41135700
2006-09-21,16.290001,16.353333,16.070000,16.153334,11.051434,39155100
2006-09-22,15.943333,16.206667,15.866667,16.096666,11.012666,35315400
2006-09-25,16.083332,16.333332,16.010000,16.273333,11.133535,36589200
2006-09-26,16.309999,16.616667,16.266666,16.416668,11.231598,44937000
2006-09-27,16.353333,16.586666,16.346666,16.500000,11.288612,47144400
2006-09-28,16.500000,16.613333,16.343332,16.603333,11.359306,38317500
2006-09-29,16.536667,16.650000,16.436666,16.440001,11.247565,37746900
2006-10-02,16.206667,16.286667,16.010000,16.146667,11.046871,54018000
2006-10-03,16.153334,16.500000,16.020000,16.486668,11.279490,44959500
2006-10-04,16.103333,16.536667,16.043333,16.516666,11.300012,74332800
2006-10-05,16.490000,16.490000,16.033333,16.136667,11.040030,75213000
2006-10-06,16.139999,16.326668,16.080000,16.106667,11.019505,46336800
2006-10-09,16.063334,16.176666,15.990000,16.073334,10.996704,28935900
2006-10-10,16.163334,16.163334,15.960000,16.040001,10.973900,28988700
2006-10-11,16.010000,16.150000,15.956667,16.103333,11.017227,30018300
2006-10-12,16.163334,16.223333,16.026667,16.106667,11.019505,37275000
2006-10-13,16.093332,16.173332,16.040001,16.153334,11.051434,26406300
2006-10-16,16.103333,16.153334,16.036667,16.106667,11.019505,19855800
2006-10-17,16.066668,16.106667,15.880000,16.093332,11.010386,33348000
2006-10-18,16.143333,16.190001,16.053333,16.116667,11.026352,30847800
2006-10-19,16.143333,16.330000,16.129999,16.163334,11.058279,30279000
2006-10-20,16.243334,16.576668,16.216667,16.456667,11.258961,56866800
2006-10-23,16.456667,17.383333,16.343332,17.093332,11.694544,159304800
2006-10-24,17.100000,17.299999,17.016666,17.100000,11.699104,56346900
2006-10-25,17.016666,17.260000,16.850000,16.950001,11.596479,51850200
2006-10-26,16.923332,17.250000,16.883333,17.250000,11.801730,42690000
2006-10-27,17.193333,17.200001,16.876667,16.910000,11.569116,37599600
2006-10-30,16.406668,16.573334,16.366667,16.510000,11.295453,78261900
2006-10-31,16.533333,16.593332,16.373333,16.426666,11.238440,52747800
2006-11-01,16.459999,16.566668,16.216667,16.283333,11.140372,50362500
2006-11-02,15.890000,16.123333,15.886667,16.096666,11.012666,73147500
2006-11-03,16.100000,16.156668,15.733333,15.843333,10.839345,54042300
2006-11-06,15.913333,16.070000,15.733333,15.830000,10.830224,52292100
2006-11-07,15.896667,15.996667,15.803333,15.883333,10.866712,53654100
2006-11-08,15.766667,15.836667,15.676667,15.676667,10.725320,90334800
2006-11-09,15.703333,15.736667,15.436667,15.463333,10.579366,81691800
2006-11-10,15.436667,15.563333,15.436667,15.490000,10.597611,39597000
2006-11-13,15.490000,15.613333,15.323333,15.440000,10.563402,72541800
2006-11-14,15.943333,16.066668,15.730000,15.886667,10.868997,85865400
2006-11-15,15.923333,16.026667,15.860000,15.893333,10.873555,49422900
2006-11-16,15.986667,15.996667,15.833333,15.970000,10.926006,33229200
2006-11-17,15.916667,15.940000,15.803333,15.833333,10.832503,47462700
2006-11-20,15.833333,16.080000,15.806667,15.906667,10.882674,37007400
2006-11-21,15.920000,15.993333,15.866667,15.936667,10.903200,26232600
2006-11-22,15.960000,16.070000,15.920000,16.010000,10.953370,32466300
2006-11-24,15.920000,16.016666,15.850000,15.966667,10.923724,15244200
2006-11-27,15.813333,15.896667,15.516667,15.536667,10.629539,70507500
2006-11-28,15.510000,15.630000,15.493333,15.570000,10.652343,40095600
2006-11-29,15.630000,15.776667,15.543333,15.630000,10.693390,38019900
2006-11-30,15.500000,15.576667,15.340000,15.366667,10.513227,72662100
2006-12-01,15.333333,15.366667,15.140000,15.290000,10.460778,75074100
2006-12-04,15.416667,15.503333,15.290000,15.430000,10.556560,43487700
2006-12-05,15.416667,15.516667,15.356667,15.493333,10.599888,31411200
2006-12-06,15.496667,15.583333,15.453333,15.513333,10.613574,29517300
2006-12-07,15.566667,15.600000,15.453333,15.456667,10.574803,42616200
2006-12-08,15.433333,15.540000,15.416667,15.450000,10.570243,31621800
2006-12-11,15.483333,15.483333,15.306667,15.333333,10.490425,49509600
2006-12-12,15.306667,15.390000,15.193333,15.216667,10.410611,54008700
2006-12-13,15.300000,15.343333,15.266667,15.300000,10.506285,52116900
2006-12-14,15.373333,15.536667,15.303333,15.506667,10.648199,55315200
2006-12-15,15.543333,15.630000,15.463333,15.483333,10.632174,48263400
2006-12-18,15.500000,15.600000,15.426667,15.456667,10.613867,38610600
2006-12-19,15.376667,15.413333,15.166667,15.363333,10.549777,52049700
2006-12-20,15.333333,15.376667,15.290000,15.290000,10.499418,41810400
2006-12-21,15.316667,15.353333,15.203333,15.236667,10.462797,33844800
2006-12-22,15.166667,15.266667,15.000000,15.180000,10.423884,33296100
2006-12-26,14.933333,15.430000,14.933333,15.370000,10.554351,31479900
2006-12-27,15.250000,15.416667,15.250000,15.386667,10.565798,36372300
2006-12-28,15.270000,15.400000,15.270000,15.336667,10.531462,21301500
2006-12-29,15.400000,15.536667,15.343333,15.393333,10.570378,32431500
2007-01-03,15.696667,16.100000,15.686667,15.850000,10.883965,107061900
2007-01-04,15.933333,15.996667,15.773333,15.926667,10.936610,51219000
2007-01-05,15.833333,15.933333,15.716667,15.796667,10.847338,40670700
2007-01-08,15.636667,15.770000,15.633333,15.666667,10.758068,49189200
2007-01-09,15.666667,15.890000,15.666667,15.796667,10.847338,43929600
2007-01-10,15.683333,15.873333,15.503333,15.760000,10.822159,40044300
2007-01-11,15.756667,15.910000,15.736667,15.866667,10.895406,44469600
2007-01-12,15.873333,16.036667,15.736667,15.993333,10.982386,41732400
2007-01-16,15.976667,16.160000,15.930000,16.103333,11.057920,43447200
2007-01-17,16.106667,16.136667,16.030001,16.066668,11.032744,33916200
2007-01-18,16.066668,16.260000,16.026667,16.129999,11.076230,40968600
2007-01-19,16.163334,16.246668,16.063334,16.103333,11.057920,35880900
2007-01-22,16.053333,16.090000,15.866667,15.986667,10.977808,38159700
2007-01-23,15.926667,16.049999,15.820000,15.936667,10.943475,33822900
2007-01-24,16.023333,16.233334,15.996667,16.203333,11.126593,40474800
2007-01-25,16.203333,16.213333,16.030001,16.049999,11.021296,29280300
2007-01-26,16.016666,16.120001,15.823333,15.890000,10.911429,33175200
2007-01-29,16.049999,16.049999,15.833333,15.876667,10.902278,28611000
2007-01-30,15.916667,15.946667,15.636667,15.760000,10.822159,49027200
2007-01-31,15.733333,15.986667,15.680000,15.896667,10.916005,44682900
2007-02-01,15.836667,16.026667,15.813333,15.926667,10.936610,39706200
2007-02-02,15.916667,16.139999,15.880000,16.026667,11.005276,37835100
2007-02-05,16.146667,16.299999,16.139999,16.173332,11.105989,42644700
2007-02-06,16.203333,16.256666,16.106667,16.193333,11.119723,26885700
2007-02-07,16.129999,16.250000,16.093332,16.193333,11.119723,30252900
2007-02-08,16.120001,16.200001,16.043333,16.103333,11.057920,32374800
2007-02-09,16.123333,16.180000,15.890000,15.990000,10.980095,37218000
2007-02-12,16.049999,16.080000,15.893333,15.913333,10.927455,30991200
2007-02-13,15.933333,16.056667,15.913333,15.993333,10.982386,30205200
2007-02-14,16.026667,16.043333,15.916667,15.956667,10.957206,36827100
2007-02-15,15.966667,16.180000,15.940000,16.120001,11.069366,33889500
2007-02-16,16.116667,16.283333,16.083332,16.160000,11.096835,51311100
2007-02-20,16.603333,16.763332,16.469999,16.753332,11.504265,109508700
2007-02-21,16.636667,16.806667,16.623333,16.656668,11.437889,71367300
2007-02-22,16.696667,16.726667,16.516666,16.563334,11.373796,31898700
2007-02-23,16.553333,16.629999,16.430000,16.523333,11.346326,33151800
2007-02-26,16.570000,16.683332,16.483334,16.660000,11.440178,31988400
2007-02-27,16.533333,16.593332,16.066668,16.066668,11.032744,61958100
2007-02-28,16.166668,16.219999,16.003332,16.103333,11.057920,63995400
2007-03-01,15.926667,16.066668,15.730000,15.963333,10.961786,61369800
2007-03-02,15.950000,16.106667,15.903333,15.936667,10.943475,55079100
2007-03-05,15.883333,16.090000,15.813333,15.823333,10.865651,42993900
2007-03-06,15.946667,16.096666,15.916667,16.013332,10.996119,44755800
2007-03-07,16.016666,16.083332,15.870000,15.976667,10.970941,39981000
2007-03-08,16.016666,16.049999,15.793333,15.960000,10.959500,61187100
2007-03-09,15.926667,16.043333,15.716667,15.806667,10.854207,41851500
2007-03-12,15.843333,15.876667,15.700000,15.753333,10.817581,36591600
2007-03-13,15.660000,15.710000,15.343333,15.393333,10.570378,71961000
2007-03-14,15.393333,15.406667,15.020000,15.243333,10.517481,82756500
2007-03-15,15.250000,15.386667,15.163333,15.333333,10.579569,39872400
2007-03-16,15.406667,15.600000,15.250000,15.403333,10.627871,56977200
2007-03-19,15.500000,15.606667,15.460000,15.530000,10.715268,36238500
2007-03-20,15.493333,15.800000,15.480000,15.766667,10.878561,45801000
2007-03-21,15.740000,15.950000,15.650000,15.923333,10.986659,40896000
2007-03-22,15.873333,16.066668,15.853333,16.003332,11.041859,45351900
2007-03-23,16.003332,16.049999,15.916667,15.970000,11.018855,23981700
2007-03-26,15.946667,15.973333,15.716667,15.946667,11.002761,38118300
2007-03-27,15.856667,15.933333,15.676667,15.830000,10.922261,38851500
2007-03-28,15.723333,15.730000,15.486667,15.546667,10.726768,54241500
2007-03-29,15.643333,15.680000,15.453333,15.573333,10.745168,37689300
2007-03-30,15.620000,15.696667,15.546667,15.650000,10.798066,45561900
2007-04-02,15.686667,15.840000,15.616667,15.800000,10.901565,41238900
2007-04-03,15.836667,16.096666,15.823333,16.033333,11.062557,51485700
2007-04-04,16.000000,16.106667,15.966667,16.016666,11.051055,32921700
2007-04-05,15.963333,16.150000,15.953333,16.090000,11.101657,28546200
2007-04-09,16.090000,16.183332,15.963333,16.156668,11.147654,25613400
2007-04-10,16.150000,16.150000,15.980000,15.980000,11.025758,29252100
2007-04-11,15.983333,16.036667,15.686667,15.756667,10.871664,53176200
2007-04-12,15.793333,15.833333,15.633333,15.753333,10.869364,34715700
2007-04-13,15.800000,15.806667,15.610000,15.803333,10.903865,37264200
2007-04-16,15.876667,16.040001,15.836667,16.023333,11.055655,42750000
2007-04-17,16.063334,16.143333,15.963333,16.056667,11.078651,37173900
2007-04-18,16.000000,16.059999,15.943333,15.990000,11.032656,23980500
2007-04-19,15.916667,16.126667,15.883333,16.113333,11.117757,24150900
2007-04-20,16.196667,16.613333,16.170000,16.586666,11.444339,70264200
2007-04-23,16.576668,16.650000,16.280001,16.309999,11.253448,42166500
2007-04-24,16.186666,16.326668,16.043333,16.230000,11.198248,55658700
2007-04-25,16.256666,16.366667,16.209999,16.270000,11.225847,43509000
2007-04-26,16.260000,16.353333,16.190001,16.233334,11.200551,27693300
2007-04-27,16.173332,16.230000,16.106667,16.113333,11.117757,27906300
2007-04-30,16.083332,16.219999,15.956667,15.973333,11.021160,41966100
2007-05-01,15.973333,16.186666,15.836667,16.110001,11.115450,44356800
2007-05-02,16.100000,16.246668,16.056667,16.093332,11.103951,36355200
2007-05-03,16.173332,16.250000,16.066668,16.120001,11.122355,32854800
2007-05-04,16.133333,16.166668,16.016666,16.090000,11.101657,28817400
2007-05-07,16.143333,16.293333,16.093332,16.203333,11.179851,26679900
2007-05-08,16.123333,16.213333,16.026667,16.033333,11.062557,30517500
2007-05-09,16.023333,16.093332,15.946667,15.976667,11.023460,45677400
2007-05-10,15.833333,16.110001,15.816667,15.916667,10.982059,53550600
2007-05-11,15.946667,15.970000,15.803333,15.926667,10.988960,47667900
2007-05-14,15.880000,16.000000,15.830000,15.946667,11.002761,38914200
2007-05-15,15.986667,16.033333,15.803333,15.873333,10.952156,58139400
2007-05-16,15.830000,15.913333,15.660000,15.726667,10.901330,49549500
2007-05-17,15.823333,15.823333,15.673333,15.703333,10.885153,37878000
2007-05-18,15.773333,15.790000,15.726667,15.756667,10.922125,41229300
2007-05-21,15.710000,15.800000,15.540000,15.540000,10.771933,63066900
2007-05-22,15.523333,15.600000,15.490000,15.513333,10.753448,33590700
2007-05-23,15.626667,15.713333,15.440000,15.443333,10.704921,42760800
2007-05-24,15.470000,15.650000,15.450000,15.550000,10.778865,44194200
2007-05-25,15.600000,15.666667,15.546667,15.636667,10.838939,26388000
2007-05-29,15.723333,15.846667,15.586667,15.646667,10.845873,44844600
2007-05-30,15.550000,15.716667,15.490000,15.706667,10.887465,48114900
2007-05-31,15.700000,15.933333,15.700000,15.866667,10.998372,52451700
2007-06-01,15.966667,16.646667,15.910000,16.490000,11.430455,147313200
2007-06-04,16.716667,17.146667,16.716667,17.070000,11.832493,164037900
2007-06-05,16.969999,17.066668,16.786667,16.840000,11.673064,98185500
2007-06-06,16.719999,17.013332,16.716667,16.916668,11.726203,75783300
2007-06-07,16.796667,16.916668,16.536667,16.586666,11.497456,74399400
2007-06-08,16.629999,16.716667,16.533333,16.693333,11.571398,44208300
2007-06-11,16.633333,16.706667,16.516666,16.603333,11.509012,37919100
2007-06-12,16.536667,16.603333,16.299999,16.303333,11.301054,57197400
2007-06-13,16.393333,16.513332,16.323334,16.500000,11.437384,42428400
2007-06-14,16.433332,16.549999,16.326668,16.426666,11.386546,40100400
2007-06-15,16.446667,16.559999,16.403334,16.446667,11.400415,68178900
2007-06-18,16.440001,16.483334,16.356667,16.370001,11.347267,33091800
2007-06-19,16.309999,16.323334,15.923333,16.270000,11.277950,44540700
2007-06-20,16.283333,16.416668,16.186666,16.196667,11.227118,53974200
2007-06-21,16.236668,16.263332,16.026667,16.129999,11.180907,49538100
2007-06-22,16.083332,16.143333,15.943333,15.943333,11.051516,61351800
2007-06-25,16.000000,16.040001,15.896667,15.940000,11.049206,53461800
2007-06-26,15.970000,16.163334,15.916667,15.990000,11.083865,48224700
2007-06-27,15.943333,16.163334,15.920000,16.153334,11.197084,53705400
2007-06-28,16.110001,16.166668,16.056667,16.070000,11.139318,40659600
2007-06-29,16.166668,16.216667,15.956667,16.036667,11.116211,42394500
2007-07-02,16.066668,16.163334,16.046667,16.110001,11.167044,31632600
2007-07-03,16.113333,16.156668,16.043333,16.156668,11.199391,18636300
2007-07-05,16.120001,16.153334,16.026667,16.030001,11.111588,33595800
2007-07-06,16.030001,16.163334,15.996667,16.129999,11.180907,39320100
2007-07-09,16.136667,16.276667,16.086666,16.166668,11.206325,32103900
2007-07-10,16.129999,16.129999,15.830000,15.860000,10.993750,50195100
2007-07-11,15.900000,15.963333,15.743333,15.893333,11.016855,41057700
2007-07-12,16.299999,16.413334,15.893333,16.276667,11.282577,74922300
2007-07-13,16.253332,16.420000,16.223333,16.383333,11.356511,39303000
2007-07-16,16.379999,16.379999,16.233334,16.313334,11.307986,35248500
2007-07-17,16.253332,16.293333,16.100000,16.116667,11.171664,42296700
2007-07-18,16.143333,16.246668,15.986667,16.013332,11.100036,58868400
